timestamp,value
2025-09-11 00:00:00,77.69
2025-09-11 00:15:00,76.22
2025-09-11 00:30:00,76.22
2025-09-11 00:45:00,74.49
2025-09-11 01:00:00,72.71
2025-09-11 01:15:00,74.71
2025-09-11 01:30:00,74.71
2025-09-11 01:45:00,71.12
2025-09-11 02:00:00,69.97
2025-09-11 02:15:00,73.29
2025-09-11 02:30:00,73.29
2025-09-11 02:45:00,71.94
2025-09-11 03:00:00,73.24
2025-09-11 03:15:00,72.09
2025-09-11 03:30:00,72.09
2025-09-11 03:45:00,78.31
2025-09-11 04:00:00,80.23
2025-09-11 04:15:00,79.61
2025-09-11 04:30:00,69.65
2025-09-11 04:45:00,76.82000000000001
2025-09-11 05:00:00,84.36
2025-09-11 05:15:00,99.42
2025-09-11 05:30:00,88.59
2025-09-11 05:45:00,90.96
2025-09-11 06:00:00,94.97
2025-09-11 06:15:00,95.25999999999999
2025-09-11 06:30:00,85.88
2025-09-11 06:45:00,86.0
2025-09-11 07:00:00,89.8
2025-09-11 07:15:00,86.98
2025-09-11 07:30:00,79.07
2025-09-11 07:45:00,75.02
2025-09-11 08:00:00,79.4
2025-09-11 08:15:00,71.61999999999999
2025-09-11 08:30:00,71.01
2025-09-11 08:45:00,77.99
2025-09-11 09:00:00,83.26
2025-09-11 09:15:00,66.47
2025-09-11 09:30:00,71.52
2025-09-11 09:45:00,81.67999999999999
2025-09-11 10:00:00,80.01
2025-09-11 10:15:00,73.57
2025-09-11 10:30:00,79.65
2025-09-11 10:45:00,92.48
2025-09-11 11:00:00,96.94999999999999
2025-09-11 11:15:00,92.37
2025-09-11 11:30:00,85.12
2025-09-11 11:45:00,97.41
2025-09-11 12:00:00,97.99000000000001
2025-09-11 12:15:00,96.32
2025-09-11 12:30:00,91.81
2025-09-11 12:45:00,102.67
2025-09-11 13:00:00,105.59
2025-09-11 13:15:00,107.76
2025-09-11 13:30:00,115.65
2025-09-11 13:45:00,111.85999999999999
2025-09-11 14:00:00,117.76
2025-09-11 14:15:00,127.77000000000001
2025-09-11 14:30:00,126.97
2025-09-11 14:45:00,142.87
2025-09-11 15:00:00,143.72
2025-09-11 15:15:00,151.70000000000002
2025-09-11 15:30:00,145.12
2025-09-11 15:45:00,156.19
2025-09-11 16:00:00,156.06
2025-09-11 16:15:00,150.52
2025-09-11 16:30:00,150.52
2025-09-11 16:45:00,146.57
2025-09-11 17:00:00,135.98
2025-09-11 17:15:00,143.58
2025-09-11 17:30:00,143.58
2025-09-11 17:45:00,121.63
2025-09-11 18:00:00,123.15
2025-09-11 18:15:00,117.52
2025-09-11 18:30:00,117.52
2025-09-11 18:45:00,125.56
2025-09-11 19:00:00,127.4
2025-09-11 19:15:00,128.49
2025-09-11 19:30:00,128.49
2025-09-11 19:45:00,124.45
2025-09-11 20:00:00,125.24
2025-09-11 20:15:00,120.55
2025-09-11 20:30:00,120.55
2025-09-11 20:45:00,95.56
2025-09-11 21:00:00,95.5
2025-09-11 21:15:00,93.5
2025-09-11 21:30:00,89.4
2025-09-11 21:45:00,88.9
2025-09-11 22:00:00,88.9
2025-09-11 22:15:00,84.4
2025-09-11 22:30:00,83.8
2025-09-11 22:45:00,80.9
2025-09-11 23:00:00,80.9
2025-09-11 23:15:00,78.3
2025-09-11 23:30:00,79.0
2025-09-11 23:45:00,77.2
