timestamp,value
2025-09-11 00:00:00,6.909596536582584
2025-09-11 00:15:00,6.0122217343415
2025-09-11 00:30:00,6.261985582268709
2025-09-11 00:45:00,7.08347378209642
2025-09-11 01:00:00,6.3499258951801965
2025-09-11 01:15:00,5.940152829422048
2025-09-11 01:30:00,7.552061628115539
2025-09-11 01:45:00,6.6715458243011705
2025-09-11 02:00:00,5.743276287197915
2025-09-11 02:15:00,6.087046596040947
2025-09-11 02:30:00,5.490508620845561
2025-09-11 02:45:00,5.87445575447667
2025-09-11 03:00:00,5.84823861968993
2025-09-11 03:15:00,4.371235416942413
2025-09-11 03:30:00,4.738898063030945
2025-09-11 03:45:00,5.624408858990739
2025-09-11 04:00:00,4.7701334035767315
2025-09-11 04:15:00,5.7262972533074
2025-09-11 04:30:00,5.916421428399307
2025-09-11 04:45:00,6.032002094136008
2025-09-11 05:00:00,8.009142865824241
2025-09-11 05:15:00,7.832044441845121
2025-09-11 05:30:00,8.185430115638601
2025-09-11 05:45:00,7.6198129197868285
2025-09-11 06:00:00,8.628669243858303
2025-09-11 06:15:00,8.638364375937545
2025-09-11 06:30:00,8.4509262233461
2025-09-11 06:45:00,9.287427070765915
2025-09-11 07:00:00,9.299499080310824
2025-09-11 07:15:00,10.240559284238651
2025-09-11 07:30:00,9.13750513624578
2025-09-11 07:45:00,11.15128863841407
2025-09-11 08:00:00,10.348156506705397
2025-09-11 08:15:00,10.083393302152007
2025-09-11 08:30:00,10.995706788452692
2025-09-11 08:45:00,9.87916630435834
2025-09-11 09:00:00,10.940866419741042
2025-09-11 09:15:00,10.86246368954711
2025-09-11 09:30:00,11.362949501997713
2025-09-11 09:45:00,11.252562562185082
2025-09-11 10:00:00,11.85604141325106
2025-09-11 10:15:00,10.46423844802777
2025-09-11 10:30:00,10.831354109739292
2025-09-11 10:45:00,11.008668267574912
2025-09-11 11:00:00,11.441764270270012
2025-09-11 11:15:00,10.536584008556176
2025-09-11 11:30:00,11.231440929890173
2025-09-11 11:45:00,13.251533822022905
2025-09-11 12:00:00,11.817684165802202
2025-09-11 12:15:00,10.8837980459782
2025-09-11 12:30:00,10.730986813035194
2025-09-11 12:45:00,11.912317374979684
2025-09-11 13:00:00,11.187478523228148
2025-09-11 13:15:00,11.634772522031737
2025-09-11 13:30:00,11.298652069334906
2025-09-11 13:45:00,11.088525765760599
2025-09-11 14:00:00,10.40480374409766
2025-09-11 14:15:00,11.627247010199564
2025-09-11 14:30:00,12.810392806096147
2025-09-11 14:45:00,12.639063477999347
2025-09-11 15:00:00,12.675584258192272
2025-09-11 15:15:00,13.00186164527512
2025-09-11 15:30:00,13.014008282275906
2025-09-11 15:45:00,13.482027931906886
2025-09-11 16:00:00,15.392637943600603
2025-09-11 16:15:00,13.798276841647926
2025-09-11 16:30:00,15.489960538120586
2025-09-11 16:45:00,14.825633309321239
2025-09-11 17:00:00,14.721851191009296
2025-09-11 17:15:00,15.777816621269235
2025-09-11 17:30:00,15.102152709758633
2025-09-11 17:45:00,18.73449465548297
2025-09-11 18:00:00,17.4142776027544
2025-09-11 18:15:00,18.402780265891217
2025-09-11 18:30:00,13.870653284449126
2025-09-11 18:45:00,17.230337834177128
2025-09-11 19:00:00,16.562849461058825
2025-09-11 19:30:00,14.769364543350804
2025-09-11 19:45:00,14.777420234269345
2025-09-11 20:00:00,15.246678558187913
2025-09-11 20:15:00,14.832321169990685
2025-09-11 20:30:00,16.107454025975915
2025-09-11 20:45:00,16.07861348127049
2025-09-11 21:00:00,14.413471974251447
2025-09-11 21:15:00,15.023009104129773
2025-09-11 21:30:00,14.154486937118822
2025-09-11 21:45:00,12.831010996948368
2025-09-11 22:00:00,11.05399058667412
2025-09-11 22:15:00,10.556190673812607
2025-09-11 22:30:00,10.537597851214825
2025-09-11 22:45:00,10.200198184151924
2025-09-11 23:00:00,10.423950414141702
2025-09-11 23:15:00,7.768466820239961
2025-09-11 23:30:00,7.931889861905736
2025-09-11 23:45:00,6.981671832919877
