timestamp,value
2025-09-25 00:00:00,0.3626
2025-09-25 00:15:00,0.3013
2025-09-25 00:30:00,0.293
2025-09-25 00:45:00,0.283
2025-09-25 01:00:00,0.2868
2025-09-25 01:15:00,0.3093
2025-09-25 01:30:00,0.3546
2025-09-25 01:45:00,0.2897
2025-09-25 02:00:00,0.3002
2025-09-25 02:15:00,0.3705
2025-09-25 02:30:00,0.2905
2025-09-25 02:45:00,0.3013
2025-09-25 03:00:00,0.3534
2025-09-25 03:15:00,0.2737
2025-09-25 03:30:00,0.3707
2025-09-25 03:45:00,0.2901
2025-09-25 04:00:00,0.3497
2025-09-25 04:15:00,0.2911
2025-09-25 04:30:00,0.3197
2025-09-25 04:45:00,0.3323
2025-09-25 05:00:00,0.2721
2025-09-25 05:15:00,0.3692
2025-09-25 05:30:00,0.283
2025-09-25 05:45:00,0.3511
2025-09-25 06:00:00,0.284
2025-09-25 06:15:00,0.3276
2025-09-25 06:30:00,0.3136
2025-09-25 06:45:00,0.2877
2025-09-25 07:00:00,0.3675
2025-09-25 07:15:00,0.2798
2025-09-25 07:30:00,0.3571
2025-09-25 07:45:00,0.287
2025-09-25 08:00:00,0.3371
2025-09-25 08:15:00,0.3043
2025-09-25 08:30:00,0.277
2025-09-25 08:45:00,0.3291
2025-09-25 09:00:00,0.7962
2025-09-25 09:15:00,0.8609
2025-09-25 09:30:00,0.9058
2025-09-25 09:45:00,0.9436
2025-09-25 10:00:00,0.8324
2025-09-25 10:15:00,0.8418
2025-09-25 10:30:00,0.8409
2025-09-25 10:45:00,0.7437
2025-09-25 11:00:00,0.7619
2025-09-25 11:15:00,0.8488
2025-09-25 11:30:00,0.752
2025-09-25 11:45:00,0.852
2025-09-25 12:00:00,1.0777
2025-09-25 12:15:00,1.2131
2025-09-25 12:30:00,1.3206
2025-09-25 12:45:00,1.2741
2025-09-25 13:00:00,1.2425
2025-09-25 13:15:00,1.0651
2025-09-25 13:30:00,1.0438
2025-09-25 13:45:00,1.0172
2025-09-25 14:00:00,1.064
2025-09-25 14:15:00,1.0652
2025-09-25 14:30:00,1.0513
2025-09-25 14:45:00,1.0412
2025-09-25 15:00:00,1.053
2025-09-25 15:15:00,1.0674
2025-09-25 15:30:00,1.1758
2025-09-25 15:45:00,1.1873
2025-09-25 16:00:00,1.8379
2025-09-25 16:15:00,1.8886
2025-09-25 16:30:00,1.8994
2025-09-25 16:45:00,1.8069
2025-09-25 17:00:00,1.8475
2025-09-25 17:15:00,1.4313
2025-09-25 17:30:00,0.2803
2025-09-25 17:45:00,0.3002
2025-09-25 18:00:00,0.3283
2025-09-25 18:15:00,0.273
2025-09-25 18:30:00,0.2852
2025-09-25 18:45:00,0.3473
2025-09-25 19:00:00,0.2648
2025-09-25 19:15:00,0.2779
2025-09-25 19:30:00,0.3497
2025-09-25 19:45:00,0.2568
2025-09-25 20:00:00,0.2661
2025-09-25 20:15:00,0.2748
2025-09-25 20:30:00,0.2682
2025-09-25 20:45:00,0.2967
2025-09-25 21:00:00,0.3503
2025-09-25 21:15:00,0.2685
2025-09-25 21:30:00,0.2836
2025-09-25 21:45:00,0.3569
2025-09-25 22:00:00,0.2846
2025-09-25 22:15:00,0.2809
2025-09-25 22:30:00,0.3774
2025-09-25 22:45:00,0.2944
2025-09-25 23:00:00,0.2809
2025-09-25 23:15:00,0.3722
2025-09-25 23:30:00,0.2989
2025-09-25 23:45:00,0.286
